Component,Origin,License
core,"github.com/aws/aws-sdk-go-v2/service/pinpointemail",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/pinpointsmsvoice",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/polly",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/pricing",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/qldb",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/qldbsession",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/quicksight",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/ram",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/rds",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/rds/rdsutils",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/rdsdata",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/redshift",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/rekognition",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/resourcegroups",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/resourcegroupstaggingapi",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/robomaker",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/route53",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/route53domains",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/route53resolver",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/s3",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/s3/s3crypto",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/s3/s3iface",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/s3/s3manager",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/s3control",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/sagemaker",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/sagemakera2iruntime",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/sagemakerruntime",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/savingsplans",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/schemas",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/secretsmanager",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/securityhub",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/serverlessapplicationrepository",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/servicecatalog",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/servicediscovery",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/servicequotas",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/ses",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/sesv2",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/sfn",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/shield",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/signer",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/simpledb",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/sms",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/snowball",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/sns",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/sqs",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/sqs/sqsiface",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/ssm",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/sso",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/ssooidc",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/storagegateway",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/sts",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/support",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/swf",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/textract",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/transcribe",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/transfer",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/translate",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/waf",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/wafregional",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/wafv2",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/workdocs",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/worklink",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/workmail",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/workmailmessageflow",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/workspaces",Apache-2.0
core,"github.com/aws/aws-sdk-go-v2/service/xray",Apache-2.0
core,"github.com/aws/aws-sdk-go/aws",Apache-2.0
core,"github.com/aws/aws-sdk-go/aws/arn",Apache-2.0
core,"github.com/aws/aws-sdk-go/aws/awserr",Apache-2.0
core,"github.com/aws/aws-sdk-go/aws/awsutil",Apache-2.0
core,"github.com/aws/aws-sdk-go/aws/client",Apache-2.0
core,"github.com/aws/aws-sdk-go/aws/client/metadata",Apache-2.0
core,"github.com/aws/aws-sdk-go/aws/corehandlers",Apache-2.0
core,"github.com/aws/aws-sdk-go/aws/credentials",Apache-2.0
core,"github.com/aws/aws-sdk-go/aws/credentials/ec2rolecreds",Apache-2.0
core,"github.com/aws/aws-sdk-go/aws/credentials/endpointcreds",Apache-2.0
core,"github.com/aws/aws-sdk-go/aws/credentials/plugincreds",Apache-2.0
core,"github.com/aws/aws-sdk-go/aws/credentials/processcreds",Apache-2.0
core,"github.com/aws/aws-sdk-go/aws/credentials/stscreds",Apache-2.0
core,"github.com/aws/aws-sdk-go/aws/crr",Apache-2.0
core,"github.com/aws/aws-sdk-go/aws/csm",Apache-2.0
core,"github.com/aws/aws-sdk-go/aws/defaults",Apache-2.0
core,"github.com/aws/aws-sdk-go/aws/ec2metadata",Apache-2.0
core,"github.com/aws/aws-sdk-go/aws/endpoints",Apache-2.0
core,"github.com/aws/aws-sdk-go/aws/request",Apache-2.0
core,"github.com/aws/aws-sdk-go/aws/session",Apache-2.0
core,"github.com/aws/aws-sdk-go/aws/signer/v4",Apache-2.0
core,"github.com/aws/aws-sdk-go/awstesting",Apache-2.0
core,"github.com/aws/aws-sdk-go/awstesting/integration",Apache-2.0
core,"github.com/aws/aws-sdk-go/awstesting/integration/s3integ",Apache-2.0
core,"github.com/aws/aws-sdk-go/awstesting/mock",Apache-2.0
core,"github.com/aws/aws-sdk-go/awstesting/unit",Apache-2.0
core,"github.com/aws/aws-sdk-go/internal/context",Apache-2.0
core,"github.com/aws/aws-sdk-go/internal/ini",Apache-2.0
core,"github.com/aws/aws-sdk-go/internal/s3err",Apache-2.0
core,"github.com/aws/aws-sdk-go/internal/sdkio",Apache-2.0
core,"github.com/aws/aws-sdk-go/internal/sdkmath",Apache-2.0
core,"github.com/aws/aws-sdk-go/internal/sdkrand",Apache-2.0
core,"github.com/aws/aws-sdk-go/internal/sdktesting",Apache-2.0
core,"github.com/aws/aws-sdk-go/internal/sdkuri",Apache-2.0
core,"github.com/aws/aws-sdk-go/internal/shareddefaults",Apache-2.0
core,"github.com/aws/aws-sdk-go/internal/strings",Apache-2.0
core,"github.com/aws/aws-sdk-go/internal/sync/singleflight",NewBSD
core,"github.com/aws/aws-sdk-go/private/model/api",Apache-2.0
core,"github.com/aws/aws-sdk-go/private/model/api/codegentest/service/awsendpointdiscoverytest",Apache-2.0
core,"github.com/aws/aws-sdk-go/private/model/api/codegentest/service/restjsonservice",Apache-2.0
core,"github.com/aws/aws-sdk-go/private/model/api/codegentest/service/restxmlservice",Apache-2.0
core,"github.com/aws/aws-sdk-go/private/model/api/codegentest/service/rpcservice",Apache-2.0
core,"github.com/aws/aws-sdk-go/private/protocol",Apache-2.0
core,"github.com/aws/aws-sdk-go/private/protocol/ec2query",Apache-2.0
core,"github.com/aws/aws-sdk-go/private/protocol/eventstream",Apache-2.0
core,"github.com/aws/aws-sdk-go/private/protocol/eventstream/eventstreamapi",Apache-2.0
core,"github.com/aws/aws-sdk-go/private/protocol/eventstream/eventstreamtest",Apache-2.0
core,"github.com/aws/aws-sdk-go/private/protocol/json/jsonutil",Apache-2.0
core,"github.com/aws/aws-sdk-go/private/protocol/jsonrpc",Apache-2.0
core,"github.com/aws/aws-sdk-go/private/protocol/query",Apache-2.0
core,"github.com/aws/aws-sdk-go/private/protocol/query/queryutil",Apache-2.0
core,"github.com/aws/aws-sdk-go/private/protocol/rest",Apache-2.0
core,"github.com/aws/aws-sdk-go/private/protocol/restjson",Apache-2.0
core,"github.com/aws/aws-sdk-go/private/protocol/restxml",Apache-2.0
core,"github.com/aws/aws-sdk-go/private/protocol/xml/xmlutil",Apache-2.0
core,"github.com/aws/aws-sdk-go/private/signer/v2",Apache-2.0
core,"github.com/aws/aws-sdk-go/private/util",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/accessanalyzer",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/acm",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/acmpca",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/alexaforbusiness",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/amplify",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/apigateway",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/apigatewaymanagementapi",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/apigatewayv2",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/appconfig",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/applicationautoscaling",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/applicationdiscoveryservice",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/applicationinsights",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/appmesh",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/appstream",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/appsync",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/athena",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/augmentedairuntime",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/autoscaling",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/autoscalingplans",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/backup",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/batch",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/budgets",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/chime",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/cloud9",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/clouddirectory",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/cloudformation",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/cloudfront",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/cloudfront/sign",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/cloudhsm",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/cloudhsmv2",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/cloudsearch",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/cloudsearchdomain",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/cloudtrail",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/cloudwatch",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/cloudwatch/cloudwatchiface",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/cloudwatchevents",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/cloudwatchlogs",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/codebuild",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/codecommit",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/codedeploy",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/codeguruprofiler",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/codegurureviewer",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/codepipeline",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/codestar",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/codestarconnections",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/codestarnotifications",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/cognitoidentity",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/cognitoidentityprovider",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/cognitosync",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/comprehend",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/comprehendmedical",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/computeoptimizer",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/configservice",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/connect",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/connectparticipant",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/costandusagereportservice",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/costexplorer",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/databasemigrationservice",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/dataexchange",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/datapipeline",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/datasync",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/dax",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/detective",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/devicefarm",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/directconnect",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/directoryservice",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/dlm",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/docdb",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/dynamodb",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/dynamodb/dynamodbattribute",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/dynamodb/dynamodbiface",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/dynamodb/expression",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/dynamodbstreams",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/ebs",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/ec2",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/ec2instanceconnect",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/ecr",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/ecs",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/efs",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/eks",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/elasticache",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/elasticbeanstalk",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/elasticinference",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/elasticsearchservice",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/elastictranscoder",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/elb",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/elbv2",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/emr",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/eventbridge",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/firehose",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/fms",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/forecastqueryservice",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/forecastservice",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/frauddetector",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/fsx",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/gamelift",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/glacier",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/globalaccelerator",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/glue",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/greengrass",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/groundstation",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/guardduty",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/health",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/iam",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/imagebuilder",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/inspector",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/iot",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/iot1clickdevicesservice",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/iot1clickprojects",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/iotanalytics",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/iotdataplane",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/iotevents",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/ioteventsdata",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/iotjobsdataplane",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/iotsecuretunneling",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/iotthingsgraph",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/kafka",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/kendra",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/kinesis",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/kinesisanalytics",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/kinesisanalyticsv2",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/kinesisvideo",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/kinesisvideoarchivedmedia",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/kinesisvideomedia",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/kinesisvideosignalingchannels",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/kms",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/kms/kmsiface",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/lakeformation",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/lambda",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/lexmodelbuildingservice",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/lexruntimeservice",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/licensemanager",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/lightsail",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/machinelearning",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/macie",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/managedblockchain",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/marketplacecatalog",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/marketplacecommerceanalytics",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/marketplaceentitlementservice",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/marketplacemetering",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/mediaconnect",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/mediaconvert",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/medialive",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/mediapackage",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/mediapackagevod",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/mediastore",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/mediastoredata",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/mediatailor",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/migrationhub",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/migrationhubconfig",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/mobile",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/mobileanalytics",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/mq",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/mturk",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/neptune",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/networkmanager",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/opsworks",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/opsworkscm",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/organizations",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/outposts",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/personalize",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/personalizeevents",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/personalizeruntime",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/pi",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/pinpoint",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/pinpointemail",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/pinpointsmsvoice",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/polly",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/pricing",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/qldb",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/qldbsession",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/quicksight",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/ram",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/rds",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/rds/rdsutils",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/rdsdataservice",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/redshift",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/rekognition",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/resourcegroups",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/resourcegroupstaggingapi",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/robomaker",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/route53",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/route53domains",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/route53resolver",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/s3",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/s3/internal/arn",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/s3/internal/s3testing",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/s3/s3crypto",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/s3/s3iface",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/s3/s3manager",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/s3control",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/s3control/s3controliface",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/sagemaker",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/sagemakerruntime",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/savingsplans",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/schemas",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/secretsmanager",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/securityhub",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/serverlessapplicationrepository",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/servicecatalog",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/servicediscovery",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/servicequotas",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/ses",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/sesv2",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/sfn",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/shield",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/signer",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/simpledb",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/sms",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/snowball",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/sns",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/sqs",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/sqs/sqsiface",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/ssm",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/sso",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/ssooidc",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/storagegateway",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/sts",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/sts/stsiface",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/support",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/swf",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/textract",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/transcribeservice",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/transcribestreamingservice",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/transfer",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/translate",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/waf",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/wafregional",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/wafv2",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/workdocs",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/worklink",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/workmail",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/workmailmessageflow",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/workspaces",Apache-2.0
core,"github.com/aws/aws-sdk-go/service/xray",Apache-2.0
core,"github.com/baiyubin/aliyun-sts-go-sdk/sts",MIT
core,"github.com/bazelbuild/bazel-gazelle/cmd/gazelle",Apache-2.0
core,"github.com/bazelbuild/bazel-gazelle/internal/config",Apache-2.0
core,"github.com/bazelbuild/bazel-gazelle/internal/flag",Apache-2.0
core,"github.com/bazelbuild/bazel-gazelle/internal/label",Apache-2.0
core,"github.com/bazelbuild/bazel-gazelle/internal/language",Apache-2.0
core,"github.com/bazelbuild/bazel-gazelle/internal/language/go",Apache-2.0
core,"github.com/bazelbuild/bazel-gazelle/internal/language/proto",Apache-2.0
core,"github.com/bazelbuild/bazel-gazelle/internal/merger",Apache-2.0
core,"github.com/bazelbuild/bazel-gazelle/internal/pathtools",Apache-2.0
core,"github.com/bazelbuild/bazel-gazelle/internal/repos",Apache-2.0
core,"github.com/bazelbuild/bazel-gazelle/internal/resolve",Apache-2.0
core,"github.com/bazelbuild/bazel-gazelle/internal/rule",Apache-2.0
core,"github.com/bazelbuild/bazel-gazelle/internal/testtools",Apache-2.0
core,"github.com/bazelbuild/bazel-gazelle/internal/version",Apache-2.0
core,"github.com/bazelbuild/bazel-gazelle/internal/walk",Apache-2.0
core,"github.com/bazelbuild/bazel-gazelle/internal/wspace",Apache-2.0
core,"github.com/bazelbuild/buildtools/api_proto",Apache-2.0
core,"github.com/bazelbuild/buildtools/build",Apache-2.0
core,"github.com/bazelbuild/buildtools/build_proto",Apache-2.0
core,"github.com/bazelbuild/buildtools/buildozer",Apache-2.0
core,"github.com/bazelbuild/buildtools/config",Apache-2.0
core,"github.com/bazelbuild/buildtools/deps_proto",Apache-2.0
core,"github.com/bazelbuild/buildtools/differ",Apache-2.0
core,"github.com/bazelbuild/buildtools/edit",Apache-2.0
core,"github.com/bazelbuild/buildtools/extra_actions_base_proto",Apache-2.0
core,"github.com/bazelbuild/buildtools/file",Apache-2.0
core,"github.com/bazelbuild/buildtools/lang",Apache-2.0
core,"github.com/bazelbuild/buildtools/tables",Apache-2.0
core,"github.com/bazelbuild/buildtools/wspace",Apache-2.0
core,"github.com/beevik/ntp",FreeBSD
core,"github.com/benesch/cgosymbolizer",FreeBSD
core,"github.com/beorn7/perks/quantile",MIT
