Component,Origin,License
core,"github.com/hako/durafmt",MIT
core,"github.com/hashicorp/consul/api",MPL-2.0
core,"github.com/hashicorp/consul/api/watch",MPL-2.0
core,"github.com/hashicorp/consul/sdk/freeport",MPL-2.0
core,"github.com/hashicorp/consul/sdk/testutil",MPL-2.0
core,"github.com/hashicorp/consul/sdk/testutil/retry",MPL-2.0
core,"github.com/hashicorp/errwrap",MPL-2.0
core,"github.com/hashicorp/go-cleanhttp",MPL-2.0
core,"github.com/hashicorp/go-hclog",MIT
core,"github.com/hashicorp/go-immutable-radix",MPL-2.0
core,"github.com/hashicorp/go-msgpack/codec",NewBSD
core,"github.com/hashicorp/go-multierror",MPL-2.0
core,"github.com/hashicorp/go-retryablehttp",MPL-2.0
core,"github.com/hashicorp/go-rootcerts",MPL-2.0
core,"github.com/hashicorp/go-sockaddr",MPL-2.0
core,"github.com/hashicorp/go-sockaddr/cmd/sockaddr/command",MPL-2.0
core,"github.com/hashicorp/go-sockaddr/template",MPL-2.0
core,"github.com/hashicorp/go-syslog",MIT
core,"github.com/hashicorp/go-uuid",MPL-2.0
core,"github.com/hashicorp/go-version",MPL-2.0
core,"github.com/hashicorp/go.net/internal/iana",NewBSD
core,"github.com/hashicorp/go.net/internal/icmp",NewBSD
core,"github.com/hashicorp/go.net/internal/nettest",NewBSD
core,"github.com/hashicorp/go.net/ipv4",NewBSD
core,"github.com/hashicorp/go.net/ipv6",NewBSD
core,"github.com/hashicorp/golang-lru",MPL-2.0
core,"github.com/hashicorp/golang-lru/simplelru",MPL-2.0
core,"github.com/hashicorp/hcl",MPL-2.0
core,"github.com/hashicorp/hcl/hcl/ast",MPL-2.0
core,"github.com/hashicorp/hcl/hcl/parser",MPL-2.0
core,"github.com/hashicorp/hcl/hcl/printer",MPL-2.0
core,"github.com/hashicorp/hcl/hcl/scanner",MPL-2.0
core,"github.com/hashicorp/hcl/hcl/strconv",MPL-2.0
core,"github.com/hashicorp/hcl/hcl/token",MPL-2.0
core,"github.com/hashicorp/hcl/json/parser",MPL-2.0
core,"github.com/hashicorp/hcl/json/scanner",MPL-2.0
core,"github.com/hashicorp/hcl/json/token",MPL-2.0
core,"github.com/hashicorp/hcl/testhelper",MPL-2.0
core,"github.com/hashicorp/logutils",MPL-2.0
core,"github.com/hashicorp/mdns",MIT
core,"github.com/hashicorp/memberlist",MPL-2.0
core,"github.com/hashicorp/serf/client",MPL-2.0
core,"github.com/hashicorp/serf/cmd/serf/command",MPL-2.0
core,"github.com/hashicorp/serf/cmd/serf/command/agent",MPL-2.0
core,"github.com/hashicorp/serf/coordinate",MPL-2.0
core,"github.com/hashicorp/serf/serf",MPL-2.0
core,"github.com/hashicorp/serf/testutil",MPL-2.0
core,"github.com/hashicorp/serf/testutil/retry",MPL-2.0
core,"github.com/hectane/go-acl",MIT
core,"github.com/hectane/go-acl/api",MIT
core,"github.com/heketi/rest",Apache-2.0
core,"github.com/heketi/tests",Apache-2.0
core,"github.com/helm/helm-2to3/cmd",Apache-2.0
core,"github.com/helm/helm-2to3/pkg/common",Apache-2.0
core,"github.com/helm/helm-2to3/pkg/utils",Apache-2.0
core,"github.com/helm/helm-2to3/pkg/v2",Apache-2.0
core,"github.com/helm/helm-2to3/pkg/v3",Apache-2.0
core,"github.com/heptiolabs/healthcheck",Apache-2.0
core,"github.com/hokaccha/go-prettyjson",MIT
core,"github.com/howeyc/gopass",ISC
core,"github.com/hpcloud/tail",MIT
core,"github.com/hpcloud/tail/ratelimiter",MIT
core,"github.com/hpcloud/tail/util",MIT
core,"github.com/hpcloud/tail/watch",MIT
core,"github.com/hpcloud/tail/winfile",MIT
core,"github.com/huandu/xstrings",MIT
core,"github.com/iancoleman/strcase",MIT
core,"github.com/ianlancetaylor/cgosymbolizer",NewBSD
core,"github.com/ianlancetaylor/demangle",NewBSD
core,"github.com/imdario/mergo",NewBSD
core,"github.com/improbable-eng/thanos/benchmark/pkg/tsdb",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/alert",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/block",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/block/metadata",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/cluster",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/compact",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/compact/downsample",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/component",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/discovery/cache",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/discovery/dns",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/extprom",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/objstore",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/objstore/azure",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/objstore/client",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/objstore/cos",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/objstore/gcs",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/objstore/inmem",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/objstore/objtesting",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/objstore/s3",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/objstore/swift",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/pool",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/promclient",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/query",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/query/api",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/reloader",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/rule/api",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/runutil",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/shipper",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/store",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/store/prompb",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/store/storepb",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/strutil",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/testutil",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/tracing",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/ui",Apache-2.0
core,"github.com/improbable-eng/thanos/pkg/verifier",Apache-2.0
core,"github.com/inconshreveable/mousetrap",Apache-2.0
core,"github.com/influxdata/influxdb",MIT
core,"github.com/influxdata/influxdb/client",MIT
core,"github.com/influxdata/influxdb/client/v2",MIT
core,"github.com/influxdata/influxdb/cmd",MIT
core,"github.com/influxdata/influxdb/cmd/influx/cli",MIT
core,"github.com/influxdata/influxdb/cmd/influx_inspect/buildtsi",MIT
core,"github.com/influxdata/influxdb/cmd/influx_inspect/deletetsm",MIT
core,"github.com/influxdata/influxdb/cmd/influx_inspect/dumptsi",MIT
core,"github.com/influxdata/influxdb/cmd/influx_inspect/dumptsm",MIT
core,"github.com/influxdata/influxdb/cmd/influx_inspect/dumptsmwal",MIT
core,"github.com/influxdata/influxdb/cmd/influx_inspect/export",MIT
core,"github.com/influxdata/influxdb/cmd/influx_inspect/help",MIT
core,"github.com/influxdata/influxdb/cmd/influx_inspect/report",MIT
core,"github.com/influxdata/influxdb/cmd/influx_inspect/reporttsi",MIT
core,"github.com/influxdata/influxdb/cmd/influx_inspect/verify/seriesfile",MIT
core,"github.com/influxdata/influxdb/cmd/influx_inspect/verify/tsm",MIT
core,"github.com/influxdata/influxdb/cmd/influx_tools/compact",MIT
core,"github.com/influxdata/influxdb/cmd/influx_tools/export",MIT
core,"github.com/influxdata/influxdb/cmd/influx_tools/generate",MIT
core,"github.com/influxdata/influxdb/cmd/influx_tools/generate/exec",MIT
core,"github.com/influxdata/influxdb/cmd/influx_tools/generate/init",MIT
core,"github.com/influxdata/influxdb/cmd/influx_tools/help",MIT
core,"github.com/influxdata/influxdb/cmd/influx_tools/importer",MIT
core,"github.com/influxdata/influxdb/cmd/influx_tools/internal/errlist",MIT
core,"github.com/influxdata/influxdb/cmd/influx_tools/internal/format",MIT
core,"github.com/influxdata/influxdb/cmd/influx_tools/internal/format/binary",MIT
core,"github.com/influxdata/influxdb/cmd/influx_tools/internal/format/line",MIT
core,"github.com/influxdata/influxdb/cmd/influx_tools/internal/format/text",MIT
core,"github.com/influxdata/influxdb/cmd/influx_tools/internal/profile",MIT
core,"github.com/influxdata/influxdb/cmd/influx_tools/internal/shard",MIT
core,"github.com/influxdata/influxdb/cmd/influx_tools/internal/storage",MIT
core,"github.com/influxdata/influxdb/cmd/influx_tools/internal/tlv",MIT
core,"github.com/influxdata/influxdb/cmd/influx_tools/server",MIT
core,"github.com/influxdata/influxdb/cmd/influx_tsm/b1",MIT
core,"github.com/influxdata/influxdb/cmd/influx_tsm/bz1",MIT
core,"github.com/influxdata/influxdb/cmd/influx_tsm/stats",MIT
core,"github.com/influxdata/influxdb/cmd/influx_tsm/tsdb",MIT
core,"github.com/influxdata/influxdb/cmd/influx_tsm/tsdb/internal",MIT
core,"github.com/influxdata/influxdb/cmd/influxd/backup",MIT
core,"github.com/influxdata/influxdb/cmd/influxd/backup_util",MIT
core,"github.com/influxdata/influxdb/cmd/influxd/backup_util/internal",MIT
core,"github.com/influxdata/influxdb/cmd/influxd/help",MIT
core,"github.com/influxdata/influxdb/cmd/influxd/restore",MIT
core,"github.com/influxdata/influxdb/cmd/influxd/run",MIT
core,"github.com/influxdata/influxdb/cmd/store/help",MIT
core,"github.com/influxdata/influxdb/cmd/store/query",MIT
core,"github.com/influxdata/influxdb/coordinator",MIT
core,"github.com/influxdata/influxdb/flux/builtin",MIT
core,"github.com/influxdata/influxdb/flux/client",MIT
core,"github.com/influxdata/influxdb/flux/control",MIT
core,"github.com/influxdata/influxdb/flux/stdlib",MIT
core,"github.com/influxdata/influxdb/flux/stdlib/influxdata/influxdb",MIT
core,"github.com/influxdata/influxdb/flux/stdlib/influxdata/influxdb/v1",MIT
core,"github.com/influxdata/influxdb/importer/v8",MIT
core,"github.com/influxdata/influxdb/internal",MIT
core,"github.com/influxdata/influxdb/internal/testutil",MIT
core,"github.com/influxdata/influxdb/logger",MIT
core,"github.com/influxdata/influxdb/mock",MIT
core,"github.com/influxdata/influxdb/models",MIT
core,"github.com/influxdata/influxdb/monitor",MIT
core,"github.com/influxdata/influxdb/monitor/diagnostics",MIT
core,"github.com/influxdata/influxdb/pkg/binaryutil",MIT
core,"github.com/influxdata/influxdb/pkg/bloom",MIT
core,"github.com/influxdata/influxdb/pkg/bytesutil",MIT
core,"github.com/influxdata/influxdb/pkg/data/gen",MIT
core,"github.com/influxdata/influxdb/pkg/deep",MIT
core,"github.com/influxdata/influxdb/pkg/encoding/simple8b",MIT
core,"github.com/influxdata/influxdb/pkg/escape",MIT
core,"github.com/influxdata/influxdb/pkg/estimator",MIT
core,"github.com/influxdata/influxdb/pkg/estimator/hll",MIT
core,"github.com/influxdata/influxdb/pkg/file",MIT
core,"github.com/influxdata/influxdb/pkg/limiter",MIT
core,"github.com/influxdata/influxdb/pkg/metrics",MIT
core,"github.com/influxdata/influxdb/pkg/mmap",MIT
core,"github.com/influxdata/influxdb/pkg/pool",MIT
core,"github.com/influxdata/influxdb/pkg/radix",MIT
core,"github.com/influxdata/influxdb/pkg/rhh",MIT
core,"github.com/influxdata/influxdb/pkg/slices",MIT
core,"github.com/influxdata/influxdb/pkg/snowflake",MIT
core,"github.com/influxdata/influxdb/pkg/tar",MIT
core,"github.com/influxdata/influxdb/pkg/testing/assert",MIT
core,"github.com/influxdata/influxdb/pkg/tlsconfig",MIT
core,"github.com/influxdata/influxdb/pkg/tracing",MIT
core,"github.com/influxdata/influxdb/pkg/tracing/fields",MIT
core,"github.com/influxdata/influxdb/pkg/tracing/labels",MIT
core,"github.com/influxdata/influxdb/pkg/tracing/wire",MIT
core,"github.com/influxdata/influxdb/prometheus",MIT
core,"github.com/influxdata/influxdb/prometheus/remote",MIT
core,"github.com/influxdata/influxdb/query",MIT
core,"github.com/influxdata/influxdb/query/internal",MIT
core,"github.com/influxdata/influxdb/query/internal/gota",MIT
core,"github.com/influxdata/influxdb/query/neldermead",MIT
core,"github.com/influxdata/influxdb/services/collectd",MIT
core,"github.com/influxdata/influxdb/services/continuous_querier",MIT
core,"github.com/influxdata/influxdb/services/graphite",MIT
core,"github.com/influxdata/influxdb/services/httpd",MIT
core,"github.com/influxdata/influxdb/services/meta",MIT
core,"github.com/influxdata/influxdb/services/meta/internal",MIT
core,"github.com/influxdata/influxdb/services/opentsdb",MIT
core,"github.com/influxdata/influxdb/services/precreator",MIT
core,"github.com/influxdata/influxdb/services/retention",MIT
core,"github.com/influxdata/influxdb/services/snapshotter",MIT
core,"github.com/influxdata/influxdb/services/storage",MIT
core,"github.com/influxdata/influxdb/services/subscriber",MIT
core,"github.com/influxdata/influxdb/services/udp",MIT
core,"github.com/influxdata/influxdb/storage/reads",MIT
core,"github.com/influxdata/influxdb/storage/reads/datatypes",MIT
core,"github.com/influxdata/influxdb/stress",MIT
core,"github.com/influxdata/influxdb/stress/v2",MIT
core,"github.com/influxdata/influxdb/stress/v2/statement",MIT
core,"github.com/influxdata/influxdb/stress/v2/stress_client",MIT
core,"github.com/influxdata/influxdb/stress/v2/stressql",MIT
core,"github.com/influxdata/influxdb/stress/v2/stressql/statement",MIT
core,"github.com/influxdata/influxdb/tcp",MIT
core,"github.com/influxdata/influxdb/toml",MIT
core,"github.com/influxdata/influxdb/tsdb",MIT
core,"github.com/influxdata/influxdb/tsdb/cursors",MIT
core,"github.com/influxdata/influxdb/tsdb/engine",MIT
core,"github.com/influxdata/influxdb/tsdb/engine/tsm1",MIT
core,"github.com/influxdata/influxdb/tsdb/index",MIT
core,"github.com/influxdata/influxdb/tsdb/index/inmem",MIT
core,"github.com/influxdata/influxdb/tsdb/index/tsi1",MIT
core,"github.com/influxdata/influxdb/tsdb/internal",MIT
core,"github.com/influxdata/influxdb/uuid",MIT
core,"github.com/influxdata/influxdb1-client",MIT
core,"github.com/influxdata/influxdb1-client/models",MIT
core,"github.com/influxdata/influxdb1-client/pkg/escape",MIT
core,"github.com/influxdata/influxdb1-client/v2",MIT
core,"github.com/iovisor/gobpf/bcc",Apache-2.0
core,"github.com/iovisor/gobpf/elf",Apache-2.0
core,"github.com/iovisor/gobpf/pkg/bpffs",Apache-2.0
core,"github.com/iovisor/gobpf/pkg/cpuonline",Apache-2.0
core,"github.com/iovisor/gobpf/pkg/progtestrun",Apache-2.0
core,"github.com/iovisor/gobpf/pkg/tracepipe",Apache-2.0
core,"github.com/itchyny/astgen-go",MIT
core,"github.com/itchyny/go-flags",NewBSD
core,"github.com/itchyny/gojq",MIT
core,"github.com/itchyny/gojq/cli",MIT
core,"github.com/jackc/fake",MIT
core,"github.com/jackc/pgx",MIT
core,"github.com/jackc/pgx/chunkreader",MIT
core,"github.com/jackc/pgx/internal/sanitize",MIT
core,"github.com/jackc/pgx/log/log15adapter",MIT
core,"github.com/jackc/pgx/pgio",MIT
core,"github.com/jackc/pgx/pgmock",MIT
core,"github.com/jackc/pgx/pgproto3",MIT
core,"github.com/jackc/pgx/pgtype",MIT
core,"github.com/jackc/pgx/pgtype/ext/satori-uuid",MIT
core,"github.com/jackc/pgx/pgtype/ext/shopspring-numeric",MIT
core,"github.com/jackc/pgx/pgtype/testutil",MIT
core,"github.com/jackc/pgx/stdlib",MIT
core,"github.com/jehiah/go-strftime",MIT
core,"github.com/jessevdk/go-flags",NewBSD
core,"github.com/jimstudt/http-authentication/basic",MIT
core,"github.com/jingyugao/rowserrcheck/passes/rowserr",MIT
core,"github.com/jmespath/go-jmespath",Apache-2.0
core,"github.com/jmoiron/sqlx",MIT
core,"github.com/jmoiron/sqlx/reflectx",MIT
core,"github.com/joefitzgerald/rainbow-reporter",Apache-2.0
core,"github.com/joeshaw/multierror",MIT
core,"github.com/joho/godotenv",MIT
core,"github.com/jonboulle/clockwork",Apache-2.0
core,"github.com/jpillora/backoff",MIT
core,"github.com/jsimonetti/rtnetlink",MIT
core,"github.com/jsimonetti/rtnetlink/internal/unix",MIT
core,"github.com/jsimonetti/rtnetlink/rtnl",MIT
core,"github.com/json-iterator/go",MIT
core,"github.com/jsonnet-bundler/jsonnet-bundler/cmd/jb",Apache-2.0
core,"github.com/jsonnet-bundler/jsonnet-bundler/pkg",Apache-2.0
core,"github.com/jsonnet-bundler/jsonnet-bundler/pkg/jsonnetfile",Apache-2.0
core,"github.com/jsonnet-bundler/jsonnet-bundler/spec",Apache-2.0
core,"github.com/jstemmer/go-junit-report",MIT
core,"github.com/jstemmer/go-junit-report/formatter",MIT
core,"github.com/jstemmer/go-junit-report/parser",MIT
core,"github.com/jtolds/gls",MIT
core,"github.com/julienschmidt/httprouter",NewBSD
core,"github.com/kardianos/osext",NewBSD
core,"github.com/karrick/godirwalk",FreeBSD
core,"github.com/kisielk/errcheck/internal/errcheck",MIT
core,"github.com/kisielk/gotool/internal/load",MIT
core,"github.com/klauspost/compress/flate",NewBSD
core,"github.com/klauspost/compress/fse",NewBSD
core,"github.com/klauspost/compress/gzip",NewBSD
core,"github.com/klauspost/compress/huff0",NewBSD
core,"github.com/klauspost/compress/s2",NewBSD
core,"github.com/klauspost/compress/s2/cmd/internal/readahead",MIT
core,"github.com/klauspost/compress/snappy",NewBSD
core,"github.com/klauspost/compress/zip",NewBSD
core,"github.com/klauspost/compress/zlib",NewBSD
core,"github.com/klauspost/compress/zstd",NewBSD
core,"github.com/klauspost/compress/zstd/internal/xxhash",MIT
core,"github.com/klauspost/cpuid",MIT
core,"github.com/klauspost/pgzip",MIT
core,"github.com/kr/pretty",MIT
core,"github.com/kr/pty",MIT
core,"github.com/kr/text",MIT
core,"github.com/kr/text/colwriter",MIT
core,"github.com/kshvakov/clickhouse",MIT
core,"github.com/kshvakov/clickhouse/lib/binary",MIT
core,"github.com/kshvakov/clickhouse/lib/column",MIT
core,"github.com/kshvakov/clickhouse/lib/data",MIT
core,"github.com/kshvakov/clickhouse/lib/protocol",MIT
core,"github.com/kshvakov/clickhouse/lib/types",MIT
core,"github.com/kshvakov/clickhouse/lib/writebuffer",MIT
core,"github.com/kubernetes-incubator/custom-metrics-apiserver/pkg/apiserver",Apache-2.0
core,"github.com/kubernetes-incubator/custom-metrics-apiserver/pkg/apiserver/endpoints/handlers",Apache-2.0
core,"github.com/kubernetes-incubator/custom-metrics-apiserver/pkg/apiserver/installer",Apache-2.0
core,"github.com/kubernetes-incubator/custom-metrics-apiserver/pkg/apiserver/registry/rest",Apache-2.0
core,"github.com/kubernetes-incubator/custom-metrics-apiserver/pkg/cmd",Apache-2.0
core,"github.com/kubernetes-incubator/custom-metrics-apiserver/pkg/cmd/server",Apache-2.0
core,"github.com/kubernetes-incubator/custom-metrics-apiserver/pkg/dynamicmapper",Apache-2.0
core,"github.com/kubernetes-incubator/custom-metrics-apiserver/pkg/provider",Apache-2.0
core,"github.com/kubernetes-incubator/custom-metrics-apiserver/pkg/provider/helpers",Apache-2.0
core,"github.com/kubernetes-incubator/custom-metrics-apiserver/pkg/registry/custom_metrics",Apache-2.0
core,"github.com/kubernetes-incubator/custom-metrics-apiserver/pkg/registry/external_metrics",Apache-2.0
core,"github.com/kubernetes-incubator/custom-metrics-apiserver/test-adapter/provider",Apache-2.0
core,"github.com/kylelemons/godebug/diff",Apache-2.0
core,"github.com/kylelemons/godebug/pretty",Apache-2.0
core,"github.com/leanovate/gopter",MIT
core,"github.com/leanovate/gopter/arbitrary",MIT
core,"github.com/leanovate/gopter/commands",MIT
core,"github.com/leanovate/gopter/convey",MIT
core,"github.com/leanovate/gopter/gen",MIT
core,"github.com/leanovate/gopter/prop",MIT
core,"github.com/leodido/go-urn",MIT
core,"github.com/lestrrat-go/envload",MIT
core,"github.com/lestrrat-go/strftime",MIT
core,"github.com/lib/pq",MIT
core,"github.com/lib/pq/oid",MIT
core,"github.com/lib/pq/scram",MIT
core,"github.com/libopenstorage/openstorage/api",Apache-2.0
core,"github.com/libopenstorage/openstorage/api/client",Apache-2.0
core,"github.com/libopenstorage/openstorage/api/client/cluster",Apache-2.0
core,"github.com/libopenstorage/openstorage/api/client/volume",Apache-2.0
core,"github.com/libopenstorage/openstorage/api/errors",Apache-2.0
core,"github.com/libopenstorage/openstorage/api/flexvolume",Apache-2.0
core,"github.com/libopenstorage/openstorage/api/server",Apache-2.0
core,"github.com/libopenstorage/openstorage/api/spec",Apache-2.0
core,"github.com/libopenstorage/openstorage/cli",Apache-2.0
core,"github.com/libopenstorage/openstorage/cluster",Apache-2.0
core,"github.com/libopenstorage/openstorage/config",Apache-2.0
core,"github.com/libopenstorage/openstorage/graph",Apache-2.0
core,"github.com/libopenstorage/openstorage/graph/drivers",Apache-2.0
core,"github.com/libopenstorage/openstorage/graph/drivers/chainfs",Apache-2.0
core,"github.com/libopenstorage/openstorage/graph/drivers/layer0",Apache-2.0
core,"github.com/libopenstorage/openstorage/graph/drivers/proxy",Apache-2.0
core,"github.com/libopenstorage/openstorage/pkg/chaos",Apache-2.0
core,"github.com/libopenstorage/openstorage/pkg/flexvolume",Apache-2.0
core,"github.com/libopenstorage/openstorage/pkg/jsonpb",NewBSD
core,"github.com/libopenstorage/openstorage/pkg/mount",Apache-2.0
core,"github.com/libopenstorage/openstorage/pkg/parser",Apache-2.0
core,"github.com/libopenstorage/openstorage/pkg/proto/time",Apache-2.0
core,"github.com/libopenstorage/openstorage/pkg/seed",Apache-2.0
core,"github.com/libopenstorage/openstorage/pkg/units",Apache-2.0
core,"github.com/libopenstorage/openstorage/volume",Apache-2.0
core,"github.com/libopenstorage/openstorage/volume/drivers",Apache-2.0
core,"github.com/libopenstorage/openstorage/volume/drivers/aws",Apache-2.0
core,"github.com/libopenstorage/openstorage/volume/drivers/btrfs",Apache-2.0
core,"github.com/libopenstorage/openstorage/volume/drivers/buse",Apache-2.0
core,"github.com/libopenstorage/openstorage/volume/drivers/common",Apache-2.0
core,"github.com/libopenstorage/openstorage/volume/drivers/coprhd",Apache-2.0
core,"github.com/libopenstorage/openstorage/volume/drivers/nfs",Apache-2.0
core,"github.com/libopenstorage/openstorage/volume/drivers/pwx",Apache-2.0
core,"github.com/libopenstorage/openstorage/volume/drivers/test",Apache-2.0
core,"github.com/libopenstorage/openstorage/volume/drivers/vfs",Apache-2.0
core,"github.com/liggitt/tabwriter",NewBSD
core,"github.com/lightstep/lightstep-tracer-go",MIT
core,"github.com/lightstep/lightstep-tracer-go/lightstep/rand",MIT
core,"github.com/lightstep/lightstep-tracer-go/lightstepfakes",MIT
core,"github.com/lightstep/lightstep-tracer-go/lightstepoc",MIT
core,"github.com/lightstep/lightstep-tracer-go/lightstepoc/internal/conversions",MIT
core,"github.com/lithammer/dedent",MIT
core,"github.com/lovoo/gcloud-opentracing",NewBSD
core,"github.com/lpabon/godbc",Apache-2.0
core,"github.com/lucas-clemente/aes12",MIT
core,"github.com/lucas-clemente/quic-go",MIT
core,"github.com/lucas-clemente/quic-go-certificates",MIT
core,"github.com/lucas-clemente/quic-go/h2quic",MIT
core,"github.com/lucas-clemente/quic-go/integrationtests/tools/proxy",MIT
core,"github.com/lucas-clemente/quic-go/integrationtests/tools/testlog",MIT
core,"github.com/lucas-clemente/quic-go/integrationtests/tools/testserver",MIT
core,"github.com/lucas-clemente/quic-go/internal/ackhandler",MIT
core,"github.com/lucas-clemente/quic-go/internal/congestion",MIT
core,"github.com/lucas-clemente/quic-go/internal/crypto",MIT
core,"github.com/lucas-clemente/quic-go/internal/flowcontrol",MIT
core,"github.com/lucas-clemente/quic-go/internal/handshake",MIT
core,"github.com/lucas-clemente/quic-go/internal/mocks",MIT
core,"github.com/lucas-clemente/quic-go/internal/mocks/ackhandler",MIT
core,"github.com/lucas-clemente/quic-go/internal/mocks/crypto",MIT
core,"github.com/lucas-clemente/quic-go/internal/protocol",MIT
core,"github.com/lucas-clemente/quic-go/internal/testdata",MIT
core,"github.com/lucas-clemente/quic-go/internal/utils",MIT
core,"github.com/lucas-clemente/quic-go/internal/wire",MIT
core,"github.com/lucas-clemente/quic-go/qerr",MIT
core,"github.com/lxn/walk",FreeBSD
core,"github.com/lxn/walk/declarative",FreeBSD
core,"github.com/lxn/win",FreeBSD
core,"github.com/magiconair/properties",FreeBSD
core,"github.com/magiconair/properties/assert",FreeBSD
core,"github.com/mailru/easyjson",MIT
core,"github.com/mailru/easyjson/bootstrap",MIT
core,"github.com/mailru/easyjson/buffer",MIT
core,"github.com/mailru/easyjson/gen",MIT
core,"github.com/mailru/easyjson/jlexer",MIT
core,"github.com/mailru/easyjson/jwriter",MIT
core,"github.com/mailru/easyjson/opt",MIT
core,"github.com/mailru/easyjson/parser",MIT
core,"github.com/maorfr/helm-plugin-utils/pkg",Apache-2.0
core,"github.com/markbates/inflect",MIT
core,"github.com/martinlindhe/base36",MIT
core,"github.com/mattn/go-colorable",MIT
core,"github.com/mattn/go-ieproxy",MIT
core,"github.com/mattn/go-isatty",MIT
core,"github.com/mattn/go-runewidth",MIT
core,"github.com/mattn/go-shellwords",MIT
core,"github.com/mattn/go-sqlite3",MIT
core,"github.com/matttproud/golang_protobuf_extensions/pbutil",Apache-2.0
core,"github.com/matttproud/golang_protobuf_extensions/testdata",Apache-2.0
core,"github.com/maxbrunsfeld/counterfeiter/v6",MIT
core,"github.com/maxbrunsfeld/counterfeiter/v6/arguments",MIT
core,"github.com/maxbrunsfeld/counterfeiter/v6/command",MIT
core,"github.com/maxbrunsfeld/counterfeiter/v6/fixtures",MIT
core,"github.com/maxbrunsfeld/counterfeiter/v6/fixtures/aliased_package",MIT
core,"github.com/maxbrunsfeld/counterfeiter/v6/fixtures/another_package",MIT
core,"github.com/maxbrunsfeld/counterfeiter/v6/fixtures/fixturesfakes",MIT
core,"github.com/maxbrunsfeld/counterfeiter/v6/fixtures/go-hyphenpackage",MIT
core,"github.com/maxbrunsfeld/counterfeiter/v6/fixtures/sql",MIT
core,"github.com/maxbrunsfeld/counterfeiter/v6/fixtures/sync",MIT
core,"github.com/maxbrunsfeld/counterfeiter/v6/generator",MIT
core,"github.com/mdlayher/netlink",MIT
core,"github.com/mdlayher/netlink/nlenc",MIT
core,"github.com/mdlayher/netlink/nltest",MIT
core,"github.com/mesos/mesos-go/api/v0/auth",Apache-2.0
core,"github.com/mesos/mesos-go/api/v0/auth/callback",Apache-2.0
core,"github.com/mesos/mesos-go/api/v0/auth/sasl",Apache-2.0
core,"github.com/mesos/mesos-go/api/v0/auth/sasl/mech",Apache-2.0
core,"github.com/mesos/mesos-go/api/v0/auth/sasl/mech/crammd5",Apache-2.0
core,"github.com/mesos/mesos-go/api/v0/auth/sasl/mock",Apache-2.0
core,"github.com/mesos/mesos-go/api/v0/detector",Apache-2.0
core,"github.com/mesos/mesos-go/api/v0/detector/zoo",Apache-2.0
core,"github.com/mesos/mesos-go/api/v0/detector/zoo/mock",Apache-2.0
core,"github.com/mesos/mesos-go/api/v0/executor",Apache-2.0
core,"github.com/mesos/mesos-go/api/v0/executor/mock",Apache-2.0
core,"github.com/mesos/mesos-go/api/v0/healthchecker",Apache-2.0
core,"github.com/mesos/mesos-go/api/v0/mesosproto",Apache-2.0
core,"github.com/mesos/mesos-go/api/v0/mesosproto/scheduler",Apache-2.0
core,"github.com/mesos/mesos-go/api/v0/mesosutil",Apache-2.0
core,"github.com/mesos/mesos-go/api/v0/mesosutil/process",Apache-2.0
core,"github.com/mesos/mesos-go/api/v0/messenger",Apache-2.0
core,"github.com/mesos/mesos-go/api/v0/messenger/mock",Apache-2.0
core,"github.com/mesos/mesos-go/api/v0/messenger/sessionid",Apache-2.0
